,id,stmt_date,HQ_city,legal_struct,ateco_sector,def_date,fs_year,asst_intang_fixed,asst_tang_fixed,asst_fixed_fin,asst_current,AR,cash_and_equiv,asst_tot,eqty_tot,eqty_corp_family_tot,liab_lt,liab_lt_emp,debt_bank_st,debt_bank_lt,debt_fin_st,debt_fin_lt,AP_st,AP_lt,debt_st,debt_lt,rev_operating,COGS,prof_operations,goodwill,inc_financing,exp_financing,prof_financing,inc_extraord,taxes,profit,days_rec,ebitda,roa,roe,wc_net,margin_fin,cf_operations
1315662,1961120787,12/31/08,78,SRU,41,12/31/99,2008,200971,7702555,221700,16769159,2148396,190554,24951295,5203560,,0,25157,3585250,7953008,0,0,1142850,0,9622414,8024884,4726374,3439617,1286757,1800573,-1010078,1054663,0,133527,410206,243787,,1542175,5.16,4.69,7146745,-2921666,499205
1315539,1960990974,12/31/08,100,SRL,68,12/31/99,2008,0,3669549,0,605473,555329,50144,4275718,49254,,0,0,,0,,0,,0,4226464,0,0,14459,-14459,-13903,5,0,0,-1,-14455,-11799,,-13903,-0.34,-23.96,-3620991,-3620295,-11243
1315655,1961120175,12/31/08,17,SRU,71,12/31/99,2008,19660,615138,21604,1342653,1198179,144474,2036045,765709,,0,350498,114836,0,0,0,219649,0,881833,0,2533196,2588819,-55623,1261872,-28245,31300,0,-3452,-87320,-116538,38.6,103728,-2.73,-15.22,460820,109307,42813
4584490,5964740962,12/31/08,3,SRU,17,2/9/11,2008,26781,1441902,0,10416664,8593741,55134,11911938,212305,,343008,829308,2903154,0,0,0,6621479,0,10527317,0,26164353,25938306,226047,3991372,-139574,136166,0,31741,118214,-87695,5.96,509253,1.9,-41.31,-110653,-1256378,195511
1313789,1959160167,12/31/08,16,SRL,41,12/31/99,2008,163712,1667317,230123,14481510,8723919,9473,16826343,4106194,,84087,527632,3747528,2043667,0,0,4905586,0,9455400,2548530,13819146,12745429,1073717,3567253,-477296,503706,0,-105883,490538,321479,431.78,1421105,6.38,7.83,5026110,2045042,668867
1316086,1961470786,12/31/08,78,SRL,49,12/31/99,2008,18509,499804,9369,1909480,1576015,325977,2465401,189539,,769781,23259,0,181790,0,0,210960,0,236687,1246135,422701,444367,-21666,169232,-10293,13116,0,0,-31959,-34645,,42455,-0.88,-18.28,1672793,-338143,29476
1314756,1960050167,12/31/08,16,SPA,68,12/31/99,2008,0,3281554,18000,7114666,187832,190747,10418354,8680830,,25809,0,,,,,,,854502,853160,1624935,1538350,86585,100810,-34818,50315,0,0,51767,3309,,100810,0.83,0.04,6260164,5381276,17534
1312870,1958230060,12/31/08,6,SRU,68,12/31/99,2008,0,0,40000,2533957,318403,1327,2573957,-45570,,0,0,1566699,0,0,0,561108,0,2619527,0,0,-32873,32873,32873,-66997,67125,0,0,-34124,-35557,,32873,1.28,,-85570,,-35557
1312517,1957890906,12/31/08,90,SRL,77,12/31/99,2008,161581,1324024,0,307295,217888,89407,1857623,126470,,0,35182,537615,278530,12045,0,819227,0,1417081,278530,1346330,1348607,-2277,248438,-70490,74564,0,0,-72767,-81023,-332.63,-2277,-0.12,-64.06,-1109786,-1359135,-81023
1316146,1961520978,12/31/08,100,SRL,70,12/31/99,2008,3630,0,2725000,19548,16203,3345,2748178,2046024,,0,0,,0,,0,,0,702154,0,0,16519,-16519,-16519,-11159,11161,0,-1,-27679,-27679,,-16519,-0.6,-1.35,-682606,-682606,-27679
1314391,1959741206,12/31/08,37,SPA,30,12/31/99,2008,70296,786179,2661,2196013,1088529,521511,3083431,2140065,,10345,76192,,0,,0,,0,816830,0,3808627,3086684,721943,1299475,10064,7292,0,11805,743812,479956,,805184,23.41,22.43,1379183,1280929,563197
4478455,2283500805,12/31/08,58,SRL,33,8/6/10,2008,47159,2719866,0,1520688,1359968,4438,4811733,1155146,,45952,53702,124712,1683742,38953,0,1312153,0,1873191,1683742,2665634,2595385,70249,765741,-32222,32222,0,50514,88541,38836,,260247,1.46,3.36,-352503,-1611879,228834
4515830,1186910095,12/31/08,10,SRL,41,2/9/11,2008,0,0,440949,4467193,765967,3498,4925863,512815,,0,0,2986773,0,0,0,123712,0,3933953,379494,458273,425973,32300,33748,30078,484,0,547,62925,41908,,33748,0.66,8.17,533240,71866,43356
1314444,1959790229,12/31/08,22,SRL,41,12/31/99,2008,920,251,294,2157889,103630,26631,2159474,-106,,0,0,0,1500000,0,0,89478,0,659580,1500000,546921,473563,73358,79920,-78910,79920,0,2,-5550,-7913,,73878,3.4,,1498309,,-7393
4584487,5964730963,12/31/08,3,SRU,32,2/9/11,2008,8400,12423485,0,12719186,9405339,76768,25221524,2488775,,3422992,3030512,3114471,0,0,0,7163050,0,16279245,0,40926046,42404495,-1478449,4622842,-642976,186316,0,2121425,0,-320028,41.93,-677501,-5.86,-12.86,-3560059,-9943110,480920
1314160,1959530369,12/31/08,36,SRL,43,12/31/99,2008,31343,1575513,10276,1471583,1085102,5981,3101548,492469,,197077,39137,,,,,,,1658265,713936,1664424,1588435,75989,275090,-90332,90341,0,-1,-14344,-19490,,120372,2.45,-3.96,-186682,-1124663,24893
1315349,1960770541,12/31/08,54,SRL,45,12/31/99,2008,299659,6957041,1384,2578751,663051,62098,10015355,2028113,,64455,199417,559312,3909573,40994,0,1721196,0,3781077,3934441,19253925,19426345,-172420,1111845,-330789,343962,0,36739,-466470,-490496,13.42,39834,-1.72,-24.18,-1202326,-5229971,-278242
1314854,1960170247,12/31/08,24,SRL,25,12/31/99,2008,18591,280535,30000,1903767,1224105,313,2237796,534410,,0,321443,,,,,,,1242753,74759,2754950,2680296,74654,1177219,-55649,60011,0,386,19391,-23719,,141897,3.34,-4.44,661014,205284,43524
4505140,9276280154,12/31/08,97,SRL,25,8/6/10,2008,222225,2167458,2840,3940526,1742386,89184,6379121,584479,,0,163694,568918,1887980,0,0,2429414,0,3737170,1887980,7366225,6954875,411350,2708835,-249889,255553,0,2,161463,19313,185.44,568226,6.45,3.3,203356,-1808044,176189
1312748,1958100982,12/31/08,17,SRL,82,12/31/99,2008,6598,583698,0,1292077,1223693,63349,1882814,99950,,109311,20164,305623,643012,0,0,111090,0,722018,924012,145076,230479,-85403,-41054,-91593,102173,0,-46084,-223080,-260582,,-65633,-4.54,,570059,-490346,-240812
1314301,1959710342,12/31/08,34,SRL,68,12/31/99,2008,0,532349,0,1203125,12077,41701,1735816,88768,,0,0,0,0,0,0,8070,0,1646032,0,46009,39567,6442,23311,-5,428,0,-1,6436,2055,,23311,0.37,2.32,-442907,-443581,18924
1313427,1958810648,12/31/08,89,SRL,43,12/31/99,2008,110000,1559625,0,598565,466471,2094,2268190,1726801,,8817,0,216,467909,0,0,14965,0,18562,514010,0,26183,-26183,-26183,-217,217,0,0,-26400,-26400,,-26183,-1.15,-1.53,580003,57176,-26400
1315752,1961190277,12/31/08,27,SRU,46,12/31/99,2008,0,1313428,130,1564210,528563,791450,2877768,2401792,,39627,93708,0,0,0,0,260620,0,321200,0,2134434,2135492,-1058,308051,21817,22,0,-1,20758,212,,16191,-0.04,0.01,1243010,1088234,17461
1313378,1958780460,12/31/08,46,SRU,41,12/31/99,2008,1700,133178,617,2383486,225232,61303,2528511,148267,,0,0,,,,,,,259760,2118249,28013,-86327,114340,153780,-86209,86507,0,0,28131,11306,,146506,4.52,7.63,2123726,12772,43472
1314402,1959750926,12/31/08,92,SRU,60,12/31/99,2008,10190,132285,2582,1424314,1411043,13271,1573858,353126,,45485,71249,0,0,0,0,151432,0,1103998,0,657137,606535,50602,199048,-2229,21939,0,-27007,21366,1133,-70.26,95057,3.22,0.32,320316,208069,45588
1314586,1959900281,12/31/08,28,SRL,49,12/31/99,2008,1447,202261,0,1205362,1204225,1137,1705183,591672,,0,13223,459069,0,0,0,203834,0,718194,382094,2630522,2633558,-3036,187130,-4727,21175,0,7168,-595,-7403,125.67,23162,-0.18,-1.25,487168,387964,18795
4538245,2233380985,12/31/08,17,SRL,68,2/9/11,2008,3280,0,10000,4588008,2121472,231496,4601291,-21350,,0,0,130,2400000,11337,0,806351,0,818418,3800000,213014,249265,-36251,-35091,-209,1600,0,0,-36460,-36460,,-35091,-0.79,,3769590,,-35300
1316011,1961400171,12/31/08,17,SRL,27,12/31/99,2008,30424,1268091,30118,2123848,1637560,18697,3452687,2014678,,5925,82717,163170,22733,0,0,1040835,0,1307344,40467,2891095,2841122,49973,505799,74488,25512,0,20655,145116,106298,,104181,1.45,5.28,816504,686045,160506
1313728,1959080514,12/31/08,51,SRL,46,12/31/99,2008,716585,51894,0,2113331,520760,482322,2894851,1018197,,0,85755,,0,,0,,0,1762134,0,1659332,1623741,35591,272083,-4468,4725,0,-478,30645,13735,,51154,1.23,1.35,351197,249718,29298
1316103,1961490487,12/31/08,48,SRL,15,12/31/99,2008,30072,87390,0,2029785,1509923,256439,2147247,360741,,0,118201,51567,0,0,0,1377889,0,1645460,0,8320533,8255603,64930,671873,-7127,19602,0,25307,83110,18920,,133988,3.02,5.24,384325,243279,87978
1316487,1961830039,12/31/08,3,SPA,20,12/31/99,2008,0,9442185,0,9972737,8446641,1314393,19500012,7083546,,0,0,900000,6750000,0,0,2853884,0,5661284,6750000,17685047,11531582,6153465,8461047,-411967,495756,0,615,5742113,3921256,25.92,8461047,31.56,55.36,4311453,-2358639,6228838
1315530,1960990644,12/31/08,64,SRL,10,12/31/99,2008,1785,2903574,0,3463982,2134193,14229,6369591,656758,,11315,207471,,,,,,,2199256,2232029,3744884,3684010,60874,683943,-35174,35199,0,43855,69555,27643,,208648,0.96,4.21,1264726,-2248601,175417
1313938,1959350610,12/31/08,61,SRL,47,12/31/99,2008,0,0,175000,3848034,385131,748486,4024576,737838,,0,0,0,0,0,0,0,279000,-6022,3280960,100123,27596,72527,72527,2263,26313,0,11799,86589,58887,,72527,1.8,7.98,3854056,562838,58887
1312608,1957960162,12/31/08,16,SRU,68,12/31/99,2008,27514,9045533,36,182713,172771,9942,9321209,6108651,,0,0,191467,255187,0,0,28941,0,415895,2795187,694566,754104,-59538,83348,-31748,31787,0,4256,-87030,-143263,18.04,83348,-0.64,-2.35,-233182,-2964432,-377
1313872,1959250307,12/31/08,30,SRL,41,12/31/99,2008,44007,252,260980,3181882,485021,2672,3495183,210452,,0,0,996398,1883846,0,0,288308,0,1388450,1883846,1420691,1380886,39805,57951,-209075,210798,0,-58015,-227285,-180627,,57780,1.14,-85.83,1793432,-94787,-162652
1313477,1958841205,12/31/08,37,SRU,25,12/31/99,2008,5229,625547,1692,1128264,826811,241367,1802556,414920,,0,90381,90490,314886,0,0,655980,3637,847657,444941,2223934,2076914,147020,703552,-14579,15681,0,1358,133799,69248,,338552,8.16,16.69,280607,-217548,260780
1314290,1959700905,12/31/08,104,SRL,41,12/31/99,2008,7206380,3626374,124237,3993174,819845,193927,14953929,272497,,0,11554,0,0,0,0,324391,0,4212981,10456897,1774531,1000557,773974,980935,-687457,687457,0,0,86517,53210,,864500,5.18,19.53,-219807,-10684494,143736
4495737,5078100152,12/31/08,15,SRL,41,8/6/10,2008,6693,722,147527,10369829,10179693,136,10527664,313385,,17565,0,163011,374898,166155,0,9123332,0,9819219,374898,2636749,2573922,62827,65571,-30798,40637,0,0,32029,22780,,65571,0.6,7.27,550610,158443,25524
1314926,1960260733,12/31/08,73,SRL,47,12/31/99,2008,625755,70626,2923,1359208,377259,13082,2072839,41353,,5212,170091,313447,0,0,0,1158014,0,1856183,0,5413141,5897481,-484340,560044,-110493,110493,0,-2622,-597455,-610635,,-280965,-23.37,,-496975,-657951,-407260
1313422,1958800599,12/31/08,59,SRL,46,12/31/99,2008,858,78737,141033,2061291,1207814,83807,2294198,228133,,189902,46094,243092,115905,12611,190507,1035530,0,1346908,483161,4330326,4307564,22762,362138,-31400,34758,0,-6325,-14963,-34780,79.98,61879,0.99,-15.25,714383,7505,4337
1315108,1960470464,12/31/08,46,SRU,62,12/31/99,2008,106705,495447,14405,2399561,1258182,1104838,3036680,1218768,,0,306685,,,,,,,1186151,325076,5359205,4112297,1246908,3214402,-37797,12920,0,11612,1220723,776337,,1402239,41.06,63.7,1213410,602211,931668
1313810,1959180348,12/31/08,34,SRL,62,12/31/99,2008,525665,773236,52,364362,357439,242,1690090,217416,,90768,47969,652525,303325,11934,0,258758,0,956560,303325,1676979,1659899,17080,753047,-52705,53815,0,13893,-21732,-43631,,489723,1.01,-20.07,-592198,-1081537,429012
1313589,1958960971,12/31/08,100,SRL,13,12/31/99,2008,31500,284571,20732,5231175,1266903,3039461,5589852,3690874,,28932,702812,0,0,0,0,750635,0,1167234,0,5624298,5777279,-152981,1488508,190681,5281,0,0,37700,5156,,18657,-2.74,0.14,4063941,3354071,176794
1314970,1960360483,12/31/08,48,SRL,13,12/31/99,2008,2852,402642,1291,3704284,2192973,974211,4120757,1274098,,0,205558,0,79032,0,0,2014334,0,2507471,79032,13439424,12263349,1176075,1793900,33035,774,0,0,1209110,804452,9.02,1251789,28.54,63.14,1196813,867313,880166
1314435,1959790161,12/31/08,16,SRL,46,12/31/99,2008,671746,0,86,1809570,694382,962358,2484025,1916710,,0,66670,,,,,,,469726,10675,2218237,1580278,637959,875708,20091,0,0,23887,681937,456486,,684700,25.68,23.82,1339844,1244878,503227
4603027,10658380158,12/31/08,15,SRL,46,2/9/11,2008,75255,196071,6154,4391884,2856762,114810,4669364,139060,,0,1442,959472,9007,0,0,3301868,0,4519855,9007,5516488,5238728,277760,460513,-164626,164855,0,694,113828,5116,,339058,5.95,3.68,-127971,-138420,66414
1316028,1961410220,12/31/08,22,SRU,41,12/31/99,2008,538,0,0,4407003,710383,106,4407541,25984,,0,0,0,4175246,0,0,174400,0,206311,4175246,437299,137018,300281,300550,-248999,249003,0,0,51282,21871,,300550,6.81,84.17,4200692,25446,22140
1314327,1959710904,12/31/08,90,SRL,41,12/31/99,2008,1893513,1598714,2800410,8279884,420093,984289,14572521,84511,,0,10167,0,0,0,0,1826191,0,8446981,4450000,5055869,4588211,467658,613786,-409607,409890,0,-2328,55723,9602,,506625,3.21,11.36,-167097,-6208126,48569
1312806,1958150284,12/31/08,28,SPA,24,12/31/99,2008,480664,2974820,2608,42047024,30584650,952017,48510202,16912783,,402876,242953,0,12690401,0,0,16410160,0,17761083,13090401,93253567,88047636,5205931,7874916,-639415,721880,0,78342,4644858,2992479,87.84,5823744,10.73,17.69,24285941,13454691,3610292
1313368,1958760249,12/31/08,24,SRL,68,12/31/99,2008,237,84901,0,3681440,30520,1234,3772779,118764,,0,8598,274510,,0,,95176,,373101,3240313,3654128,3672339,-18211,20216,-945,968,0,0,-19156,-19156,,-13443,-0.48,-16.13,3308339,33626,-14388
1314204,1959580042,12/31/08,4,SRL,22,12/31/99,2008,257716,3100832,3585638,17622852,17006821,88023,24677426,18130643,,2025325,129997,675974,0,0,0,3236473,0,4038259,350000,19655565,18604255,1051310,3502484,558674,28438,0,121807,1731791,1157466,15.69,2455860,4.26,6.38,13584593,11186457,2562016
1315518,1960980280,12/31/08,28,SRL,26,12/31/99,2008,0,1392080,203125,3581055,2504375,930120,5176293,2769009,,857129,23937,3207,0,0,0,1053727,0,1508792,6933,2994336,2924563,69773,280825,-1925,7461,0,0,67848,2403,116.49,139476,1.35,0.09,2072263,1173804,72106
4487406,3353050960,12/31/08,15,SRU,43,8/6/10,2008,256719,268874,207,924778,906921,429,2243687,157960,,0,48511,,,,,,,1766486,253096,3408331,3478039,-69708,577989,-92017,92030,0,240073,78348,32362,,33335,-3.11,20.49,-841708,-367840,135405
1312779,1958130922,12/31/08,92,SRU,8,12/31/99,2008,115215,1536960,10,5113275,4231678,85899,6811983,4889854,,7000,144099,156402,333405,0,0,562502,0,878300,357740,2984221,2926028,58193,1064739,28928,38892,0,-4740,82381,36928,157.79,436961,0.85,0.76,4234975,3237669,415696
1315496,1960970448,12/31/08,44,SPA,68,12/31/99,2008,0,4656569,0,497702,497260,442,5154271,4699073,,6600,0,0,0,0,0,347346,0,448598,0,495000,317301,177699,458965,-196,222,0,-1,177502,111252,,452365,3.45,2.37,49104,42504,385918
1314578,1959880970,12/31/08,100,SRL,68,12/31/99,2008,16796,2990925,1081,26482,19442,7040,3050563,93338,,0,166,113766,1671715,0,0,352545,0,1284843,1671715,299092,261290,37802,140611,-110218,110948,0,-6814,-79230,-78393,,141213,1.24,-83.99,-1258361,-2915464,25018
1315035,1960400362,12/31/08,36,SRL,68,12/31/99,2008,2986,1854000,0,246470,219766,11899,2106961,830606,,0,0,0,0,0,0,22673,0,1276355,0,65101,54197,10904,16313,-565,649,0,-30,10309,4109,,16313,0.52,0.49,-1029885,-1026380,9518
1312828,1958200121,12/31/08,48,SRL,70,12/31/99,2008,0,0,2144616,174874,22430,35468,2319548,2196888,,0,0,0,0,0,0,6003,0,95411,4200,99950,212044,-112094,-111553,19686,1478,0,-25020,-117428,-117428,-10.46,-111553,-4.83,-5.35,79463,52272,-116887
1313219,1958560060,12/31/08,6,SRL,1,12/31/99,2008,53026,897499,0,4170772,3751514,-192612,5121297,130417,,51299,6917,,0,,0,,0,4932664,0,7344021,7321252,22769,421858,13261,12128,0,0,36030,36030,,332565,0.44,27.63,-761892,-820108,345826
1312631,1957980244,12/31/08,24,SRL,43,12/31/99,2008,20924,1529300,188432,3331277,2446743,692344,5106024,1678146,,120000,754856,,,,,,,1899975,54687,6263582,6022669,240913,2490655,31429,4989,0,6342,278684,129086,,369144,4.72,7.69,1431302,-60510,257317
4451764,2615660244,12/31/08,24,SRL,49,5/27/09,2008,0,4425,2000,2540546,1532369,1008177,2571688,154220,,0,8821,0,0,0,0,1892649,0,2408647,0,9224431,9030029,194402,335632,1220,71,0,1,195623,125967,-27.07,202081,7.56,81.68,131899,147795,133646
1315908,1961290226,12/31/08,22,SRL,41,12/31/99,2008,1687,0,0,2179005,3332,145322,2180692,12076,,0,0,2065720,0,0,0,977,0,2068616,100000,143425,19377,124048,124665,-113364,113525,0,-36,10648,1175,,124470,5.69,9.73,110389,10389,1597
4443771,419720438,12/31/08,43,SRL,46,5/27/09,2008,47149,172864,58468,3746782,1739187,40836,4097628,-736483,,0,138075,2257044,218069,0,0,2096609,0,4462209,218069,4358165,5432019,-1073854,-744797,-234126,252740,0,5122,-1302858,-1310311,,-1031688,-26.21,,-715427,,-1268145
1315003,1960380036,12/31/08,3,SRL,68,12/31/99,2008,11358,4698353,2040500,611674,538806,72868,7367973,2725483,,0,0,102258,1789413,0,0,974744,0,1122577,3519913,397176,200331,196845,264326,-146790,165390,0,0,50055,4520,,264326,2.67,0.17,-510903,-4024728,72001
1314097,1959470020,12/31/08,2,SRU,68,12/31/99,2008,0,3975608,0,31992,24612,7380,4008257,3038784,,0,20105,0,0,0,0,21314,0,51595,885666,139662,231136,-91474,-9898,145,248,0,55,-91274,-92141,-96.71,-54200,-2.28,-3.03,-19603,-936824,-54867
4492954,4346480967,12/31/08,15,SPA,70,8/11/10,2008,9998,59366,477500,13995365,12902473,362892,14542229,520141,,0,9844,4319626,484221,907062,0,4674633,0,13511825,484221,12712903,12163902,549001,724330,-475495,483669,0,-7499,66007,-54858,214.75,568537,3.78,-10.55,483540,-26723,-35322
1313401,1958800169,12/31/08,16,SRL,22,12/31/99,2008,173893,1254851,0,2577162,1403464,21610,4367666,366224,,1370,510936,1242097,8012,0,0,1069857,0,2716619,453376,3936304,3804403,131901,1154592,-125788,135520,0,3469,9582,-34352,,273463,3.02,-9.38,-139457,-1062520,107210
4449552,2127260905,12/31/08,44,SRU,68,5/27/09,2008,210547,1542111,0,1512150,1416574,4814,3265080,-62728,,0,0,919822,318743,0,2042661,45066,0,965004,2361404,215889,209400,6489,74353,-81228,81346,0,0,-74739,-74855,,74353,0.2,,547146,,-6991
1316199,1961560123,12/31/08,12,SRL,82,12/31/99,2008,0,104942,0,1858258,585537,19438,1970439,1420495,,0,61969,1797,0,0,0,327778,0,475167,0,942164,646230,295934,521476,40213,0,0,1623,337770,223494,-109.09,329171,15.02,15.73,1383091,1315553,256731
1314361,1959730902,12/31/08,90,SRL,41,12/31/99,2008,1230,134701,0,3196478,159410,390516,3337799,416624,,0,3877,0,495566,1281395,0,35238,0,2419839,495566,2322996,2035825,287171,433356,-49447,52732,0,-18684,219040,139511,,305498,8.6,33.49,776639,280693,157838
1314645,1959960830,12/31/08,83,SRU,23,12/31/99,2008,54609,1020115,24750,7905111,7353654,178621,9012309,2358653,,0,151669,5636,0,47585,0,5179024,0,5519315,982672,6880016,6839493,40523,1114893,-201946,204208,0,242486,81063,62013,47.13,307350,0.45,2.63,2385796,1259179,328840
1316447,1961780028,12/31/08,96,SRL,68,12/31/99,2008,89505,2053736,151043,128278,107057,21221,2425854,1603256,,0,0,38845,553929,0,0,133222,0,264019,553929,164683,131043,33640,62189,-40696,40698,0,0,-7056,-21053,,62189,1.39,-1.31,-135741,-691028,7496
4515263,1143130852,12/31/08,82,SRL,41,2/9/11,2008,9260,751916,32734,28733128,5344801,17073,29566538,497590,,0,178752,4069166,0,16579,0,3157913,0,28886669,0,6248173,5729995,518178,2252104,-361056,361750,-1291,-62886,92945,-73662,,633360,1.75,-14.8,-153541,-296320,41520
1313619,1959010842,12/31/08,84,SRL,46,12/31/99,2008,6124,671628,1252,5005848,2877777,46958,5687636,629156,,1460,67826,780421,711780,0,0,2309621,0,3361922,1627272,3928268,3644423,283845,524594,-181007,190279,-165,10108,112781,53412,251.24,340904,4.99,8.49,1643926,-49848,110471
1313193,1958550038,12/31/08,3,SRL,70,12/31/99,2008,3089,0,2985776,1475911,166584,808717,4482647,1892499,,0,0,0,0,0,0,10615,0,2590148,0,60000,13207,46793,49477,406878,141489,0,0,453671,436036,,49477,1.04,23.04,-1114237,-1096366,438720
1316258,1961620166,12/31/08,16,SPA,28,12/31/99,2008,71625,1507221,2784,11589603,8228289,1115238,13196432,6160577,,451673,873162,0,0,0,0,5032082,0,5699130,11890,17255521,16456967,798554,4568482,-39319,1516,0,4507,763742,441983,69.11,1403734,6.05,7.17,5890473,4578947,1047163
1315503,1960980132,12/31/08,13,SRL,68,12/31/99,2008,0,0,1162028,439228,9017,1207,1601256,1522446,,0,0,0,0,0,0,0,0,9310,69500,0,6243,-6243,-6243,-154,164,0,1,-6396,-11869,,-6243,-0.39,-0.78,429918,360418,-11869
1312665,1958030981,12/31/08,17,SRL,49,12/31/99,2008,0,98583,5000,1488889,1488395,494,1620490,122850,,0,112300,,0,,26826,,0,1355310,26826,2926318,2887082,39236,597923,-41727,41856,0,0,-2491,-20113,,51378,2.42,-16.37,133579,19267,-7971
1314706,1960010179,12/31/08,17,SRL,43,12/31/99,2008,4334,1734782,1866,3905575,3081556,5641,5659496,1534366,,0,310019,1463309,365890,0,0,1033290,0,3412511,395137,4567565,4549330,18235,1534216,-133568,137048,0,1419,-113914,-158795,,65142,0.32,-10.35,493064,-206616,-111888
1314809,1960110243,12/31/08,24,SPA,46,12/31/99,2008,165524,834650,6760,13220252,8570979,1505448,14357059,5368440,,1349491,309993,576992,1349796,0,0,4777756,0,5795162,1349796,20919323,20632578,286745,2577690,-85829,166887,0,9300,210216,72471,110.4,721454,2,1.35,7425090,4361506,507180
1314914,1960260691,12/31/08,69,SRL,38,12/31/99,2008,157070,1988399,3982,1879461,1787845,64649,4695540,568620,,33350,368602,519885,0,21524,0,1422857,0,3509432,203734,4758656,4643361,115295,2647217,-45476,106230,0,3057,72876,1545,,306340,2.46,0.27,-1629971,-1580831,192590
